TimeOccurred,AreaID,AreaName,ReportingDistrict,CrimeCode,CrimeCodeDescription,VictimAge,VictimSex,VictimDescent,PremiseCode,PremiseDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Address,CrossStreet,Location
1200,15,N Hollywood,1555,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,54,F,A,104,DRIVEWAY,,,IC,Invest Cont,4800    LANKERSHIM                   BL,,"34.1577,-118.3702"
1840,1,Central,144,624,BATTERY - SIMPLE ASSAULT,20,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,100 W  4TH                          ST,,"34.0482,-118.2472"
100,1,Central,164,437,RESISTING ARREST,,X,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,6TH,SPRING,"34.046,-118.2509"
2025,1,Central,111,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,,M,X,123,PARKING UNDERGROUND/BUILDING,,,JA,Juv Arrest,600 N  FIGUEROA                     ST,,"34.0627,-118.2463"
1400,1,Central,159,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY",,,IC,Invest Cont,600    MESQUIT                      ST,,"34.0384,-118.2294"
2350,1,Central,134,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,HILL                         ST,3RD                          ST,"34.0503,-118.2504"
50,1,Central,162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,60,M,W,101,STREET,,,IC,Invest Cont,800 S  HOPE                         ST,,"34.0466,-118.259"
235,1,Central,171,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,58,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,OLYMPIC                      BL,HARBOR                       FY,"34.0466,-118.2685"
330,1,Central,129,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,31,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,DUCOMMUN,VIGNES,"34.052,-118.2332"
1945,1,Central,152,480,BIKE - STOLEN,54,M,W,102,SIDEWALK,,,IC,Invest Cont,500 W  6TH                          ST,,"34.0481,-118.2542"
2100,1,Central,165,480,BIKE - STOLEN,30,M,H,102,SIDEWALK,,,IC,Invest Cont,6TH                          ST,SAN PEDRO                    ST,"34.0423,-118.2452"
1015,1,Central,159,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",54,M,O,401,MINI-MART,,,IC,Invest Cont,1800    INDUSTRIAL                   ST,,"34.0359,-118.2344"
2300,1,Central,185,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1000 S  HILL                         ST,,"34.0416,-118.2584"
2300,1,Central,185,624,BATTERY - SIMPLE ASSAULT,40,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1000 S  HILL                         ST,,"34.0416,-118.2584"
1520,1,Central,161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,23,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,700 S  FIGUEROA                     ST,,"34.0494,-118.2599"
1300,1,Central,111,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",24,F,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,900 N  HILL                         ST,,"34.0644,-118.2387"
1730,1,Central,111,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,24,F,H,402,MARKET,,,IC,Invest Cont,700 W  CESAR E CHAVEZ               AV,,"34.0606,-118.2439"
1045,1,Central,195,210,ROBBERY,52,F,B,124,BUS STOP,512,MACE/PEPPER SPRAY,IC,Invest Cont,BROADWAY,VENICE,"34.0342,-118.2636"
1015,1,Central,192,440,THEFT PLAIN - PETTY ($950 & UNDER,29,M,H,701,HOSPITAL,,,IC,Invest Cont,1400 S  HOPE                         ST,,"34.0382,-118.2665"
100,1,Central,153,350,"THEFT, PERSON",21,F,W,102,SIDEWALK,,,IC,Invest Cont,5TH,BROADWAY,"34.0481,-118.2507"
1610,1,Central,153,624,BATTERY - SIMPLE ASSAULT,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,500 S  SPRING                       ST,,"34.0474,-118.2496"
1620,1,Central,151,220,ATTEMPTED ROBBERY,33,M,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,FRANCISCO,WILSHIRE,"34.0504,-118.261"
800,1,Central,152,440,THEFT PLAIN - PETTY ($950 & UNDER,34,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,500 S  OLIVE                        ST,,"34.0495,-118.2529"
1725,1,Central,162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,700 W  7TH                          ST,,"34.048,-118.2577"
2000,1,Central,157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5TH                          ST,TOWNE,"34.0426,-118.2412"
2230,1,Central,156,624,BATTERY - SIMPLE ASSAULT,37,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,5TH                          ST,SAN JULIAN,"34.0446,-118.245"
2300,1,Central,171,624,BATTERY - SIMPLE ASSAULT,29,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,800 W  OLYMPIC                      BL,,"34.045,-118.264"
1615,1,Central,158,624,BATTERY - SIMPLE ASSAULT,54,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,6TH                          ST,GLADYS,"34.0398,-118.2413"
1135,2,Rampart,205,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,74,M,H,101,STREET,,,AO,Adult Other,VENDOME                      ST,MARATHON,"34.0816,-118.2759"
2345,2,Rampart,204,210,ROBBERY,27,M,H,203,OTHER BUSINESS,102,HAND GUN,IC,Invest Cont,3500 W  SUNSET                       BL,,"34.0886,-118.2764"
40,2,Rampart,236,900,VIOLATION OF COURT ORDER,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,2000 W  3RD                          ST,,"34.0625,-118.2714"
500,2,Rampart,249,210,ROBBERY,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",102,HAND GUN,IC,Invest Cont,1300    MARYLAND                     ST,,"34.0558,-118.2609"
2300,2,Rampart,211,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,500    HELIOTROPE                   DR,,"34.0794,-118.2953"
1100,2,Rampart,235,480,BIKE - STOLEN,47,M,H,101,STREET,,,IC,Invest Cont,BEVERLY                      BL,ALVARADO                     ST,"34.0667,-118.2703"
1500,2,Rampart,233,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,3RD                          ST,BENTON                       AV,"34.0667,-118.2797"
1100,2,Rampart,216,440,THEFT PLAIN - PETTY ($950 & UNDER,23,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,TEMPLE                       ST,ALVARADO,"34.0703,-118.268"
2325,2,Rampart,248,956,"LETTERS, LEWD",43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,400    COLUMBIA                     AV,,"34.0571,-118.2658"
1455,2,Rampart,257,440,THEFT PLAIN - PETTY ($950 & UNDER,66,F,H,701,HOSPITAL,,,IC,Invest Cont,1200    WILSHIRE                     BL,,"34.053,-118.2648"
900,2,Rampart,204,440,THEFT PLAIN - PETTY ($950 & UNDER,31,F,H,102,SIDEWALK,,,IC,Invest Cont,3600    MARCIA                       DR,,"34.0862,-118.2794"
1200,2,Rampart,217,354,THEFT OF IDENTITY,34,M,W,101,STREET,,,IC,Invest Cont,1700    KENT                         ST,,"34.0734,-118.2623"
2225,2,Rampart,275,210,ROBBERY,52,M,K,202,LIQUOR STORE,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,1600 W  11TH                         ST,,"34.0477,-118.2751"
1730,2,Rampart,257,910,KIDNAPPING,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",113,SIMULATED GUN,AA,Adult Arrest,500    LOMA                         DR,,"34.0574,-118.2675"
1730,2,Rampart,257,624,BATTERY - SIMPLE ASSAULT,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,500    LOMA                         DR,,"34.0574,-118.2675"
2130,2,Rampart,289,210,ROBBERY,39,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,UNION                        AV,12TH                         ST,"34.0462,-118.276"
1300,2,Rampart,218,310,BURGLARY,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1400    WALLACE                      AV,,"34.0721,-118.2546"
15,3,Southwest,341,210,ROBBERY,24,M,B,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,RODEO                        RD,S  LA CIENEGA                   BL,"34.0217,-118.3723"
10,3,Southwest,374,440,THEFT PLAIN - PETTY ($950 & UNDER,59,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,39TH                         ST,ARLINGTON,"34.0146,-118.3182"
1530,3,Southwest,375,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,S  WESTERN                      AV,W  MARTIN LUTHER KING JR        BL,"34.0109,-118.3089"
1800,3,Southwest,374,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,3900    2ND                          AV,,"34.0146,-118.3193"
1200,3,Southwest,307,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER",36,M,H,209,EQUIPMENT RENTAL,,,AO,Adult Other,2400    CRENSHAW                     BL,,"34.0347,-118.334"
1150,3,Southwest,395,440,THEFT PLAIN - PETTY ($950 & UNDER,31,M,B,403,DRUG STORE,,,IC,Invest Cont,4000 S  WESTERN                      AV,,"34.0109,-118.3089"
2200,3,Southwest,362,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,4600 W  RODEO                        RD,,"34.0215,-118.346"
830,3,Southwest,393,510,VEHICLE - STOLEN,13,,,108,PARKING LOT,,,AA,Adult Arrest,4200    CRENSHAW                     BL,,"34.0085,-118.3351"
1530,3,Southwest,363,440,THEFT PLAIN - PETTY ($950 & UNDER,18,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,4000    CRENSHAW                     BL,,"34.0124,-118.3351"
2300,3,Southwest,376,330,BURGLARY FROM VEHICLE,37,M,H,101,STREET,,,IC,Invest Cont,3900 S  HARVARD                      BL,,"34.0146,-118.3067"
700,3,Southwest,313,310,BURGLARY,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,2500    13TH                         AV,,"34.0343,-118.3319"
1330,3,Southwest,363,440,THEFT PLAIN - PETTY ($950 & UNDER,33,M,B,727,SHOPPING MALL (COMMON AREA,,,IC,Invest Cont,CRENSHAW                     BL,MARTIN LUTHER KING           BL,"34.011,-118.3351"
1305,3,Southwest,375,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1700 W  39TH                         ST,,"34.0147,-118.3111"
1015,3,Southwest,397,956,"LETTERS, LEWD",66,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,4200    HALLDALE                     AV,,"34.0072,-118.3023"
2220,3,Southwest,315,624,BATTERY - SIMPLE ASSAULT,51,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,WESTERN                      AV,22ND                         ST,"34.0363,-118.309"
1750,3,Southwest,374,624,BATTERY - SIMPLE ASSAULT,27,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,2200 W  MARTIN LUTHER KING           BL,,"34.0108,-118.3177"
1520,3,Southwest,363,624,BATTERY - SIMPLE ASSAULT,21,F,B,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,NICOLET,AUGUST,"34.0173,-118.3505"
1114,3,Southwest,363,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,27,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,4000    CRENSHAW                     BL,,"34.0124,-118.3351"
1,3,Southwest,363,624,BATTERY - SIMPLE ASSAULT,59,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,BUCKINGHAM,SANTA ROSALIA,"34.0099,-118.3446"
800,3,Southwest,363,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",,M,W,404,DEPARTMENT STORE,,,AA,Adult Arrest,3700    SANTA ROSALIA                DR,,"34.0072,-118.3373"
1700,3,Southwest,361,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,3800    GIBRALTAR                    AV,,"34.0173,-118.3547"
1800,3,Southwest,313,210,ROBBERY,85,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,2600    EDGEHILL                     DR,,"34.0326,-118.3284"
1,3,Southwest,397,354,THEFT OF IDENTITY,37,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,4200 S  VERMONT                      AV,,"34.0073,-118.2915"
2250,3,Southwest,376,110,CRIMINAL HOMICIDE,41,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,39TH                         ST,DENKER                       AV,"34.0155,-118.3045"
330,4,Hollenbeck,429,946,OTHER MISCELLANEOUS CRIME,24,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,3500    SHEFFIELD                    AV,,"34.0863,-118.1614"
1900,4,Hollenbeck,438,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,5100    ITHACA                       AV,,"34.0722,-118.1754"
1910,4,Hollenbeck,463,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,300 N  SAINT LOUIS                  ST,,"34.0467,-118.2126"
1100,4,Hollenbeck,469,510,VEHICLE - STOLEN,13,,,108,PARKING LOT,,,IC,Invest Cont,3400 E  1ST                          ST,,"34.0372,-118.195"
1100,4,Hollenbeck,469,510,VEHICLE - STOLEN,13,,,108,PARKING LOT,,,IC,Invest Cont,1ST                          ST,LORENA                       ST,"34.0372,-118.195"
1130,4,Hollenbeck,426,440,THEFT PLAIN - PETTY ($950 & UNDER,,X,X,406,OTHER STORE,,,IC,Invest Cont,4900    HUNTINGTON                   DR,,"34.0867,-118.1768"
2000,4,Hollenbeck,487,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,1100 S  EVERGREEN                    AV,,"34.0266,-118.2111"
1600,4,Hollenbeck,415,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,13,,,101,STREET,,,IC,Invest Cont,2500    HANCOCK                      ST,,"34.0755,-118.2091"
1115,4,Hollenbeck,407,624,BATTERY - SIMPLE ASSAULT,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,3800    MCKENZIE                     AV,,"34.0907,-118.1894"
1515,4,Hollenbeck,479,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,WHITTIER,ESPERANZA,"34.0243,-118.1931"
1200,4,Hollenbeck,457,310,BURGLARY,66,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,2500    CINCINNATI                   ST,,"34.0468,-118.2052"
1245,4,Hollenbeck,497,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,,X,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,2800 E  OLYMPIC                      BL,,"34.0234,-118.2177"
2100,4,Hollenbeck,403,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,41,M,H,102,SIDEWALK,,,IC,Invest Cont,300 S  AVENUE 52,,"34.1027,-118.1961"
1840,4,Hollenbeck,499,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,3700 E  OLYMPIC                      BL,,"34.0188,-118.1961"
2110,4,Hollenbeck,478,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,900 S  LORENA                       ST,,"34.0278,-118.201"
2020,4,Hollenbeck,478,813,CHILD ANNOYING (17YRS & UNDER,12,M,H,102,SIDEWALK,,,IC,Invest Cont,SISKIYOU,BERNAL,"34.0277,-118.2023"
2100,5,Harbor,516,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,1100 N  AVALON                       BL,,"33.7848,-118.2628"
610,5,Harbor,509,210,ROBBERY,31,F,H,103,ALLEY,207,OTHER KNIFE,IC,Invest Cont,LOMITA                       BL,WESTERN                      AV,"33.7978,-118.3076"
2200,5,Harbor,526,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,100 W  ANAHEIM                      ST,,"33.78,-118.2624"
2350,5,Harbor,514,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,H,247,CAR WASH,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,WILMINGTON,PACIFIC COAST,"33.7915,-118.2751"
930,5,Harbor,525,510,VEHICLE - STOLEN,13,,,101,STREET,,,IC,Invest Cont,400    WILMINGTON                   BL,,"33.7735,-118.2737"
2145,5,Harbor,522,510,VEHICLE - STOLEN,13,,,108,PARKING LOT,,,IC,Invest Cont,900 W  ANAHEIM                      ST,,"33.7794,-118.2728"
2000,5,Harbor,529,330,BURGLARY FROM VEHICLE,38,M,H,108,PARKING LOT,,,IC,Invest Cont,800    BANNING                      BL,,"33.7803,-118.2573"
255,5,Harbor,501,330,BURGLARY FROM VEHICLE,37,F,W,108,PARKING LOT,,,IC,Invest Cont,1300 W  186TH                        ST,,"33.862,-118.2967"
1400,5,Harbor,529,510,VEHICLE - STOLEN,13,,,108,PARKING LOT,,,IC,Invest Cont,PENISULA,ANCHORAGE,"33.7753,-118.2456"
1030,5,Harbor,519,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,30,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,1300    DRUMM                        AV,,"33.7952,-118.2419"
2200,5,Harbor,551,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1100 W  SEPULVEDA                    ST,,"33.7457,-118.3005"
1920,5,Harbor,521,440,THEFT PLAIN - PETTY ($950 & UNDER,40,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,1800    BOLKER                       PL,,"33.7618,-118.2965"
1600,5,Harbor,515,624,BATTERY - SIMPLE ASSAULT,60,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,1500    NEPTUNE                      AV,,"33.793,-118.2699"
1800,5,Harbor,551,330,BURGLARY FROM VEHICLE,62,M,W,101,STREET,,,IC,Invest Cont,200 N  GOODHOPE                     AV,,"33.7444,-118.316"
2210,5,Harbor,509,624,BATTERY - SIMPLE ASSAULT,21,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,24200    GOVERNOR                     AV,,"33.8063,-118.3045"
43,6,Hollywood,626,933,PROWLER,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,HOLLY,DIX,"34.1058,-118.3296"
2000,6,Hollywood,646,946,OTHER MISCELLANEOUS CRIME,13,X,X,101,STREET,515,PHYSICAL PRESENCE,IC,Invest Cont,HIGHLAND                     AV,HOLLYWOOD                    BL,"34.1016,-118.3387"
1200,6,Hollywood,643,440,THEFT PLAIN - PETTY ($950 & UNDER,62,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,7100    HAWTHORN                     AV,,"34.0998,-118.3447"
2345,6,Hollywood,669,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",308,STICK,AA,Adult Arrest,5400    FLEMISH                      LN,,"34.0913,-118.3073"
2345,6,Hollywood,669,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,5400    FLEMISH                      LN,,"34.0913,-118.3073"
1450,6,Hollywood,646,624,BATTERY - SIMPLE ASSAULT,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1500    VINE                         ST,,"34.098,-118.3267"
2145,6,Hollywood,636,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",511,VERBAL THREAT,AA,Adult Arrest,6600    FRANKLIN                     AV,,"34.1052,-118.3333"
2300,6,Hollywood,628,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1900    VINE                         ST,,"34.1056,-118.3252"
1550,6,Hollywood,636,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",31,M,A,404,DEPARTMENT STORE,,,IC,Invest Cont,6600    HOLLYWOOD                    BL,,"34.1016,-118.3333"
1930,6,Hollywood,647,330,BURGLARY FROM VEHICLE,37,M,W,108,PARKING LOT,,,IC,Invest Cont,5700 W  SUNSET                       BL,,"34.0981,-118.3147"
1200,6,Hollywood,666,480,BIKE - STOLEN,28,F,W,102,SIDEWALK,,,IC,Invest Cont,6400 W  SUNSET                       BL,,"34.098,-118.3287"
1645,6,Hollywood,628,624,BATTERY - SIMPLE ASSAULT,45,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,5800    FRANKLIN                     AV,,"34.1053,-118.3175"
2230,6,Hollywood,646,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,6400    HOLLYWOOD                    BL,,"34.1016,-118.3295"
200,6,Hollywood,678,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,35,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,1000 N  OXFORD                       AV,,"34.0885,-118.3078"
2040,6,Hollywood,645,624,BATTERY - SIMPLE ASSAULT,26,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,6800    HOLLYWOOD                    BL,,"34.1016,-118.3387"
1100,6,Hollywood,636,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,27,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,1700 N  HIGHLAND                     AV,,"34.1016,-118.3387"
1930,6,Hollywood,666,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",24,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,6300 W  SUNSET                       BL,,"34.098,-118.3267"
2000,6,Hollywood,636,626,INTIMATE PARTNER - SIMPLE ASSAULT,64,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1700 N  HUDSON                       AV,,"34.1016,-118.332"
1530,7,Wilshire,721,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,34,M,B,710,OTHER PREMISE,,,IC,Invest Cont,8500    BEVERLY                      BL,,"34.0761,-118.3766"
1745,7,Wilshire,722,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,13,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,100 N  LA CIENEGA                   BL,,"34.0761,-118.3766"
730,7,Wilshire,721,330,BURGLARY FROM VEHICLE,34,F,H,108,PARKING LOT,,,IC,Invest Cont,SHERBOURNE                   DR,3RD                          ST,"34.0736,-118.3795"
530,7,Wilshire,701,437,RESISTING ARREST,13,X,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,FAIRFAX                      AV,MELROSE                      AV,"34.0838,-118.3614"
1810,7,Wilshire,784,624,BATTERY - SIMPLE ASSAULT,65,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,5000 W  20TH                         ST,,"34.0396,-118.3491"
1800,7,Wilshire,706,310,BURGLARY,54,M,W,702,OFFICE BUILDING/OFFICE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,600 N  ORANGE                       DR,,"34.0819,-118.3416"
2200,7,Wilshire,702,330,BURGLARY FROM VEHICLE,42,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,800 N  GENESEE                      AV,,"34.0854,-118.3584"
1515,7,Wilshire,789,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,72,F,B,108,PARKING LOT,,,IC,Invest Cont,2100    6TH                          AV,,"34.038,-118.3236"
1730,7,Wilshire,782,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",54,M,W,101,STREET,,,IC,Invest Cont,2000 S  LA CIENEGA                   BL,,"34.0404,-118.377"
1,7,Wilshire,701,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,64,F,W,121,YARD (RESIDENTIAL/BUSINESS,,,IC,Invest Cont,800 N  ALFRED                       ST,,"34.0853,-118.3753"
